CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
290265;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,234;0,393;0,579
290270;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,303;0,378;0,557
290280;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,293;0,412;0,575
290290;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,219;0,316;0,551
290300;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,317;0,468;0,63
290310;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,223;0,386;0,577
290320;29;BA;Nordeste;2901;Extremo Oeste Baiano;29001;Barreiras;0,408;0,572;0,721
290323;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,279;0,435;0,607
290327;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,284;0,421;0,61
290330;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,226;0,421;0,602
290340;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,31;0,441;0,598
290350;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,252;0,378;0,575
290360;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,277;0,396;0,538
290370;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,232;0,319;0,567
290380;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,23;0,365;0,551
290390;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29007;Bom Jesus da Lapa;0,372;0,486;0,633
290395;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,187;0,298;0,546
290400;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,299;0,436;0,612
290405;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,25;0,326;0,561
290410;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,304;0,414;0,603
290420;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,257;0,393;0,575
290430;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,299;0,437;0,597
290440;29;BA;Nordeste;2901;Extremo Oeste Baiano;29002;Cotegipe;0,271;0,414;0,592
290450;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,274;0,404;0,57
290460;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,387;0,519;0,656
290470;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,309;0,42;0,613
290475;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,193;0,335;0,565
290480;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,262;0,348;0,561
290485;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,24;0,389;0,581
290490;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,399;0,516;0,647
290500;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,356;0,501;0,637
290510;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,272;0,387;0,546
290515;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,18;0,318;0,542
290520;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,331;0,454;0,625
290530;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,257;0,417;0,584
290540;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,259;0,437;0,627
290550;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,273;0,397;0,573
290560;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,316;0,441;0,581
290570;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,422;0,551;0,694
290580;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,27;0,377;0,565
290590;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29004;Juazeiro;0,273;0,365;0,557
290600;29;BA;Nordeste;2903;Centro Norte Baiano;29008;Senhor do Bonfim;0,261;0,421;0,586
290610;29;BA;Nordeste;2901;Extremo Oeste Baiano;29003;Santa Maria da Vitæria;0,285;0,435;0,565
290620;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,296;0,421;0,587
290630;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,318;0,439;0,59
290640;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,315;0,453;0,587
290650;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,408;0,548;0,691
290660;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,333;0,463;0,591
290670;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,236;0,423;0,601
290680;29;BA;Nordeste;2904;Nordeste Baiano;29014;Euclides da Cunha;0,251;0,349;0,557
290682;29;BA;Nordeste;2904;Nordeste Baiano;29014;Euclides da Cunha;0,254;0,379;0,562
290685;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,28;0,456;0,599
290687;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,293;0,444;0,621
290689;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,167;0,322;0,555
290690;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,271;0,473;0,616
290700;29;BA;Nordeste;2904;Nordeste Baiano;29018;Entre Rios;0,27;0,382;0,552
290710;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29007;Bom Jesus da Lapa;0,25;0,382;0,576
290720;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29004;Juazeiro;0,28;0,373;0,57
290730;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,351;0,451;0,613
290740;29;BA;Nordeste;2901;Extremo Oeste Baiano;29001;Barreiras;0,294;0,426;0,582
290750;29;BA;Nordeste;2905;Metropolitana de Salvador;29019;Catu;0,404;0,536;0,677
290755;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,246;0,394;0,571
290760;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,323;0,453;0,596
290770;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29005;Paulo Afonso;0,305;0,426;0,6
290780;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,29;0,417;0,585
290790;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,348;0,444;0,601
290800;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,354;0,433;0,613
290810;29;BA;Nordeste;2901;Extremo Oeste Baiano;29003;Santa Maria da Vitæria;0,26;0,413;0,596
290820;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,365;0,496;0,634
290830;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,356;0,482;0,606
290840;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,313;0,446;0,611
290850;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,397;0,531;0,663
290860;29;BA;Nordeste;2904;Nordeste Baiano;29018;Entre Rios;0,258;0,398;0,56
290870;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,298;0,419;0,582
290880;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,299;0,417;0,577
290890;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,309;0,434;0,592
290900;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,265;0,386;0,579
290910;29;BA;Nordeste;2901;Extremo Oeste Baiano;29003;Santa Maria da Vitæria;0,314;0,397;0,6
290920;29;BA;Nordeste;2904;Nordeste Baiano;29013;Jeremoabo;0,176;0,328;0,535
290930;29;BA;Nordeste;2901;Extremo Oeste Baiano;29003;Santa Maria da Vitæria;0,279;0,442;0,603
290940;29;BA;Nordeste;2901;Extremo Oeste Baiano;29002;Cotegipe;0,261;0,405;0,59
290950;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,287;0,442;0,599
290960;29;BA;Nordeste;2904;Nordeste Baiano;29017;Alagoinhas;0,251;0,366;0,543
290970;29;BA;Nordeste;2901;Extremo Oeste Baiano;29002;Cotegipe;0,282;0,427;0,614
290980;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,451;0,574;0,699
290990;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29004;Juazeiro;0,291;0,424;0,581
291000;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,203;0,348;0,54
291005;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,416;0,54;0,676
291010;29;BA;Nordeste;2906;Centro Sul Baiano;29025;Livramento do Brumado;0,31;0,434;0,591
291020;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,326;0,469;0,632
291030;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,341;0,472;0,623
291040;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,234;0,359;0,544
291050;29;BA;Nordeste;2904;Nordeste Baiano;29018;Entre Rios;0,298;0,451;0,615
291060;29;BA;Nordeste;2904;Nordeste Baiano;29018;Entre Rios;0,336;0,435;0,589
291070;29;BA;Nordeste;2904;Nordeste Baiano;29014;Euclides da Cunha;0,257;0,408;0,567
291072;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,392;0,54;0,677
291075;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,23;0,362;0,559
291077;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29007;Bom Jesus da Lapa;0,292;0,442;0,588
291080;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,46;0,585;0,712
291085;29;BA;Nordeste;2903;Centro Norte Baiano;29008;Senhor do Bonfim;0,246;0,369;0,565
291090;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,341;0,472;0,578
291100;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,347;0,454;0,557
291110;29;BA;Nordeste;2901;Extremo Oeste Baiano;29001;Barreiras;0,376;0,449;0,618
291120;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,38;0,484;0,632
291125;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,301;0,422;0,599
291130;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,293;0,414;0,559
291140;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29005;Paulo Afonso;0,308;0,421;0,593
291150;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,277;0,389;0,576
291160;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,359;0,514;0,643
291165;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,221;0,333;0,569
291170;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,413;0,548;0,673
291180;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,253;0,356;0,558
291185;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,227;0,37;0,563
291190;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,281;0,396;0,574
291200;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,301;0,437;0,611
291210;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,334;0,449;0,625
291220;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,27;0,393;0,591
291230;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,305;0,424;0,584
291240;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,318;0,455;0,616
291250;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,231;0,389;0,584
291260;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,199;0,368;0,511
291270;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,229;0,391;0,558
291280;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,358;0,488;0,614
291290;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,297;0,422;0,576
291300;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,288;0,424;0,585
291310;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,285;0,435;0,602
291320;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,331;0,5;0,636
291330;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,427;0,516;0,631
291340;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,345;0,468;0,614
291345;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,219;0,342;0,574
291350;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,267;0,411;0,552
291360;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,389;0,521;0,69
291370;29;BA;Nordeste;2904;Nordeste Baiano;29017;Alagoinhas;0,263;0,381;0,565
291380;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,223;0,363;0,55
291390;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,362;0,498;0,67
291400;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,264;0,382;0,549
291410;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,323;0,464;0,59
291420;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,244;0,378;0,576
291430;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,276;0,393;0,571
291440;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,277;0,422;0,599
291450;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,317;0,461;0,62
291460;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,407;0,542;0,691
291465;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,291;0,445;0,599
291470;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,344;0,472;0,62
291480;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,453;0,581;0,712
291490;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,241;0,384;0,583
291500;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,22;0,373;0,572
291510;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,265;0,397;0,543
291520;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,296;0,421;0,589
291530;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,309;0,493;0,634
291535;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,203;0,378;0,562
291540;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,27;0,431;0,592
291550;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,338;0,451;0,599
291560;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,334;0,462;0,627
291570;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,328;0,428;0,578
291580;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,332;0,39;0,578
291590;29;BA;Nordeste;2905;Metropolitana de Salvador;29019;Catu;0,3;0,399;0,584
291600;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,346;0,496;0,637
291610;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,407;0,522;0,67
291620;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,263;0,448;0,599
291630;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,218;0,394;0,572
291640;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,398;0,529;0,667
291650;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,198;0,311;0,486
291660;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,325;0,409;0,571
291670;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,264;0,393;0,553
291680;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,298;0,443;0,61
291685;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,291;0,447;0,582
291690;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,318;0,464;0,6
291700;29;BA;Nordeste;2903;Centro Norte Baiano;29008;Senhor do Bonfim;0,241;0,385;0,544
291710;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,322;0,444;0,594
291720;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,308;0,42;0,57
291730;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,301;0,418;0,606
291733;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,28;0,414;0,591
291735;29;BA;Nordeste;2901;Extremo Oeste Baiano;29003;Santa Maria da Vitæria;0,235;0,374;0,613
291740;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,299;0,445;0,593
291750;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,363;0,496;0,649
291760;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,309;0,439;0,58
291770;29;BA;Nordeste;2903;Centro Norte Baiano;29008;Senhor do Bonfim;0,318;0,465;0,659
291780;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,271;0,407;0,556
291790;29;BA;Nordeste;2904;Nordeste Baiano;29018;Entre Rios;0,265;0,375;0,55
291800;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,382;0,504;0,665
291810;29;BA;Nordeste;2904;Nordeste Baiano;29013;Jeremoabo;0,244;0,383;0,547
291820;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,283;0,426;0,553
291830;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,248;0,401;0,575
291835;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,29;0,431;0,593
291840;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29004;Juazeiro;0,396;0,531;0,677
291845;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,202;0,354;0,541
291850;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,256;0,394;0,571
291855;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,299;0,426;0,567
291860;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,369;0,449;0,602
291870;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,255;0,395;0,599
291875;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,21;0,36;0,545
291880;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,289;0,431;0,586
291890;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,382;0,496;0,632
291900;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,234;0,341;0,546
291905;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,174;0,4;0,584
291910;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,248;0,39;0,518
291915;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,338;0,447;0,596
291920;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,474;0,616;0,754
291930;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,34;0,478;0,623
291940;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,328;0,488;0,621
291950;29;BA;Nordeste;2906;Centro Sul Baiano;29025;Livramento do Brumado;0,367;0,486;0,611
291955;29;BA;Nordeste;2901;Extremo Oeste Baiano;29001;Barreiras;0,391;0,547;0,716
291960;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,247;0,374;0,524
291970;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,309;0,449;0,605
291980;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,271;0,432;0,609
291990;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29005;Paulo Afonso;0,282;0,392;0,604
291992;29;BA;Nordeste;2905;Metropolitana de Salvador;29021;Salvador;0,467;0,565;0,708
291995;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,218;0,311;0,538
292000;29;BA;Nordeste;2906;Centro Sul Baiano;29029;Itapetinga;0,299;0,42;0,576
292010;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,274;0,384;0,572
292020;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,22;0,391;0,562
292030;29;BA;Nordeste;2906;Centro Sul Baiano;29027;Brumado;0,244;0,379;0,578
292040;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,221;0,357;0,566
292045;29;BA;Nordeste;2901;Extremo Oeste Baiano;29002;Cotegipe;0,252;0,389;0,599
292050;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,289;0,412;0,607
292060;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,341;0,456;0,621
292070;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,244;0,354;0,593
292080;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,193;0,408;0,561
292090;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,208;0,356;0,581
292100;29;BA;Nordeste;2905;Metropolitana de Salvador;29019;Catu;0,378;0,506;0,668
292105;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,259;0,383;0,572
292110;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,374;0,516;0,625
292120;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,307;0,425;0,586
292130;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,332;0,476;0,622
292140;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,241;0,361;0,542
292145;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,173;0,286;0,527
292150;29;BA;Nordeste;2904;Nordeste Baiano;29014;Euclides da Cunha;0,195;0,283;0,506
292160;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,277;0,439;0,558
292170;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,293;0,433;0,588
292180;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,342;0,472;0,618
292190;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,327;0,401;0,606
292200;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,275;0,525;0,665
292205;29;BA;Nordeste;2903;Centro Norte Baiano;29009;Irec€;0,216;0,362;0,566
292210;29;BA;Nordeste;2903;Centro Norte Baiano;29011;Itaberaba;0,289;0,416;0,59
292220;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,363;0,483;0,617
292225;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29006;Barra;0,229;0,372;0,549
292230;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,411;0,529;0,66
292240;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,287;0,458;0,601
292250;29;BA;Nordeste;2905;Metropolitana de Salvador;29020;Santo Ant∂nio de Jesus;0,407;0,513;0,641
292260;29;BA;Nordeste;2907;Sul Baiano;29030;Valen˛a;0,236;0,384;0,547
292265;29;BA;Nordeste;2904;Nordeste Baiano;29014;Euclides da Cunha;0,2;0,346;0,56
292270;29;BA;Nordeste;2906;Centro Sul Baiano;29028;Vitæria da Conquista;0,258;0,392;0,545
292273;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,291;0,462;0,597
292275;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,249;0,395;0,57
292280;29;BA;Nordeste;2906;Centro Sul Baiano;29024;Jequi⁄;0,181;0,351;0,524
292285;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,272;0,378;0,567
292290;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,295;0,405;0,555
292300;29;BA;Nordeste;2907;Sul Baiano;29032;Porto Seguro;0,318;0,455;0,654
292303;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,31;0,429;0,597
292305;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,241;0,422;0,554
292310;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,273;0,423;0,559
292320;29;BA;Nordeste;2906;Centro Sul Baiano;29022;Boquira;0,239;0,393;0,554
292330;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,279;0,391;0,607
292335;29;BA;Nordeste;2903;Centro Norte Baiano;29010;Jacobina;0,219;0,352;0,56
292340;29;BA;Nordeste;2906;Centro Sul Baiano;29026;Guanambi;0,272;0,415;0,586
292350;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,351;0,511;0,643
292360;29;BA;Nordeste;2906;Centro Sul Baiano;29025;Livramento do Brumado;0,321;0,499;0,615
292370;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29007;Bom Jesus da Lapa;0,251;0,371;0,59
292380;29;BA;Nordeste;2904;Nordeste Baiano;29015;Ribeira do Pombal;0,299;0,405;0,577
292390;29;BA;Nordeste;2907;Sul Baiano;29031;Ilh⁄us-Itabuna;0,259;0,401;0,583
292400;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29005;Paulo Afonso;0,429;0,551;0,674
292405;29;BA;Nordeste;2904;Nordeste Baiano;29016;Serrinha;0,239;0,41;0,587
292410;29;BA;Nordeste;2903;Centro Norte Baiano;29012;Feira de Santana;0,324;0,419;0,588
292420;29;BA;Nordeste;2904;Nordeste Baiano;29013;Jeremoabo;0,166;0,319;0,513
292430;29;BA;Nordeste;2906;Centro Sul Baiano;29023;Seabra;0,25;0,419;0,571
292440;29;BA;Nordeste;2902;Vale S“o-Franciscano da Bahia;29004;Juazeiro;0,172;0,304;0,506
